Rep	Year	RepSeason	PatchID	Ncells	Species	NInd	Nfemales_stage1	Nmales_stage1	Nfemales_stage2	Nmales_stage2	NJuvFemales	NJuvMales
7	60	0	12	191	0	5	0	1	1	3	0	0
7	60	0	9	1012	0	21	1	0	11	9	0	0
7	60	0	7	407	0	16	0	0	6	10	0	0
7	60	0	11	406	0	13	0	0	10	3	0	0
7	60	0	8	801	0	20	0	1	7	12	0	0
7	60	0	10	276	0	9	0	0	2	7	0	0
7	70	0	0	0	0	0	0	0	0	0	0	0
7	70	0	1	671	0	16	2	1	2	11	0	0
7	70	0	2	960	0	12	1	0	11	0	0	0
7	70	0	4	293	0	17	0	0	9	8	0	0
7	70	0	5	769	0	24	2	4	13	5	0	0
7	70	0	3	325	0	8	0	0	4	4	0	0
7	70	0	6	415	0	17	0	0	8	9	0	0
7	70	0	12	191	0	4	0	0	0	4	0	0
7	70	0	9	1012	0	26	0	0	13	13	0	0
7	70	0	7	407	0	9	0	0	2	7	0	0
7	70	0	11	406	0	16	0	0	12	4	0	0
7	70	0	8	801	0	24	0	0	10	14	0	0
7	70	0	10	276	0	9	0	0	4	5	0	0
8	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	1	671	0	2	0	0	1	1	3	3
8	10	0	0	0	0	0	0	0	0	0	0	0
8	10	0	1	671	0	2	0	0	2	0	0	0
8	10	0	2	960	0	5	1	2	1	1	0	1
8	10	0	6	415	0	1	0	0	0	1	0	0
8	10	0	9	1012	0	6	2	2	2	0	0	0
8	10	0	11	406	0	3	0	0	1	2	1	0
8	10	0	10	276	0	2	0	0	1	1	0	0
8	20	0	0	0	0	0	0	0	0	0	0	0
8	20	0	1	671	0	5	1	0	2	2	0	0
8	20	0	2	960	0	16	2	4	5	5	1	4
8	20	0	5	769	0	3	1	0	2	0	0	0
8	20	0	6	415	0	5	0	0	2	3	0	0
8	20	0	12	191	0	3	0	0	1	2	0	1
8	20	0	9	1012	0	14	0	2	5	7	1	0
8	20	0	7	407	0	5	0	1	2	2	0	0
8	20	0	11	406	0	10	2	1	4	3	1	0
8	20	0	8	801	0	6	0	0	1	5	1	0
8	20	0	10	276	0	1	0	0	1	0	0	0
8	30	0	0	0	0	0	0	0	0	0	0	0
8	30	0	1	671	0	16	1	3	9	3	1	3
8	30	0	2	960	0	12	2	2	6	2	4	9
8	30	0	4	293	0	8	1	1	4	2	0	0
8	30	0	5	769	0	10	1	3	2	4	2	2
8	30	0	3	325	0	4	0	1	0	3	0	0
8	30	0	6	415	0	7	0	0	2	5	0	0
8	30	0	12	191	0	7	0	0	5	2	0	0
8	30	0	9	1012	0	17	0	0	6	11	0	0
8	30	0	7	407	0	4	0	0	2	2	0	0
8	30	0	11	406	0	6	1	0	2	3	1	1
8	30	0	8	801	0	9	0	0	1	8	0	0
8	30	0	10	276	0	5	0	0	2	3	0	0
8	40	0	0	0	0	0	0	0	0	0	0	0
8	40	0	1	671	0	16	1	3	5	7	0	0
8	40	0	2	960	0	16	2	5	5	4	1	3
8	40	0	4	293	0	13	0	0	5	8	0	0
8	40	0	5	769	0	17	3	1	9	4	2	1
8	40	0	3	325	0	5	0	0	3	2	1	1
8	40	0	6	415	0	8	0	0	3	5	0	0
8	40	0	12	191	0	7	0	0	5	2	0	1
8	40	0	9	1012	0	24	0	0	8	16	1	0
8	40	0	7	407	0	8	0	0	2	6	0	0
8	40	0	11	406	0	9	1	1	2	5	0	0
8	40	0	8	801	0	10	0	0	3	7	0	1
8	40	0	10	276	0	10	0	0	4	6	0	0
8	50	0	0	0	0	0	0	0	0	0	0	0
8	50	0	1	671	0	18	1	2	10	5	1	0
8	50	0	2	960	0	22	5	7	8	2	3	1
8	50	0	4	293	0	16	0	0	6	10	0	0
8	50	0	5	769	0	14	0	2	4	8	2	1
8	50	0	3	325	0	3	0	0	1	2	0	0
8	50	0	6	415	0	14	0	0	6	8	0	0
8	50	0	12	191	0	8	0	0	4	4	0	0
8	50	0	9	1012	0	25	1	0	8	16	0	0
8	50	0	7	407	0	9	0	0	4	5	0	0
8	50	0	11	406	0	9	1	0	2	6	0	0
8	50	0	8	801	0	12	0	0	2	10	0	0
8	50	0	10	276	0	10	0	0	3	7	0	0
8	60	0	0	0	0	0	0	0	0	0	0	0
8	60	0	1	671	0	15	1	0	6	8	0	0
8	60	0	2	960	0	20	1	4	11	4	2	4
8	60	0	4	293	0	19	0	0	8	11	0	0
8	60	0	5	769	0	20	4	3	8	5	2	0
8	60	0	3	325	0	10	0	0	5	5	0	0
8	60	0	6	415	0	14	0	0	8	6	0	0
8	60	0	12	191	0	8	0	0	4	4	0	0
8	60	0	9	1012	0	25	1	1	7	16	0	1
8	60	0	7	407	0	12	0	0	6	6	0	0
8	60	0	11	406	0	9	0	2	3	4	2	0
8	60	0	8	801	0	18	0	0	6	12	0	0
8	60	0	10	276	0	12	0	0	4	8	0	0
8	70	0	0	0	0	0	0	0	0	0	0	0
8	70	0	1	671	0	23	2	0	11	10	0	0
8	70	0	2	960	0	21	4	3	7	7	0	0
8	70	0	4	293	0	12	0	0	3	9	0	0
8	70	0	5	769	0	22	1	4	10	7	0	0
8	70	0	3	325	0	11	0	0	2	9	0	0
8	70	0	6	415	0	23	0	0	14	9	0	0
8	70	0	12	191	0	5	1	1	1	2	0	0
8	70	0	9	1012	0	25	0	1	11	13	0	0
8	70	0	7	407	0	13	0	1	6	6	0	0
8	70	0	11	406	0	13	0	0	4	9	0	0
8	70	0	8	801	0	21	0	0	11	10	0	0
8	70	0	10	276	0	12	0	0	5	7	0	0
9	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	1	671	0	2	0	0	1	1	2	3
9	10	0	0	0	0	0	0	0	0	0	0	0
9	10	0	1	671	0	2	0	0	2	0	0	0
9	10	0	2	960	0	5	2	1	1	1	2	1
9	10	0	4	293	0	1	0	0	0	1	0	0
9	10	0	7	407	0	1	0	0	0	1	0	0
9	20	0	0	0	0	0	0	0	0	0	0	0
9	20	0	1	671	0	0	0	0	0	0	0	0
9	20	0	2	960	0	0	0	0	0	0	0	0
9	20	0	4	293	0	5	0	1	2	2	0	1
9	20	0	9	1012	0	0	0	0	0	0	0	0
9	20	0	7	407	0	1	0	0	0	1	0	0
9	30	0	0	0	0	0	0	0	0	0	0	0
9	30	0	1	671	0	0	0	0	0	0	0	0
9	30	0	2	960	0	0	0	0	0	0	0	0
9	30	0	4	293	0	2	0	0	2	0	0	0
9	30	0	5	769	0	1	0	0	0	1	0	0
9	30	0	3	325	0	1	0	0	0	1	0	0
9	30	0	9	1012	0	0	0	0	0	0	0	0
9	30	0	7	407	0	1	0	0	0	1	0	0
9	30	0	8	801	0	1	0	0	0	1	0	0
9	40	0	0	0	0	0	0	0	0	0	0	0
9	40	0	1	671	0	0	0	0	0	0	0	0
9	40	0	2	960	0	0	0	0	0	0	0	0
9	40	0	4	293	0	2	0	0	2	0	0	0
9	40	0	5	769	0	0	0	0	0	0	0	0
9	40	0	3	325	0	0	0	0	0	0	0	0
9	40	0	9	1012	0	0	0	0	0	0	0	0
9	40	0	7	407	0	0	0	0	0	0	0	0
9	40	0	8	801	0	1	0	0	0	1	0	0
9	50	0	0	0	0	0	0	0	0	0	0	0
9	50	0	1	671	0	0	0	0	0	0	0	0
9	50	0	2	960	0	0	0	0	0	0	0	0
9	50	0	4	293	0	1	0	0	1	0	0	0
9	50	0	5	769	0	0	0	0	0	0	0	0
9	50	0	3	325	0	0	0	0	0	0	0	0
9	50	0	9	1012	0	0	0	0	0	0	0	0
9	50	0	7	407	0	0	0	0	0	0	0	0
9	50	0	8	801	0	1	0	0	0	1	0	0
9	60	0	0	0	0	0	0	0	0	0	0	0
9	60	0	1	671	0	0	0	0	0	0	0	0
9	60	0	2	960	0	0	0	0	0	0	0	0
9	60	0	4	293	0	0	0	0	0	0	0	0
9	60	0	5	769	0	0	0	0	0	0	0	0
9	60	0	3	325	0	0	0	0	0	0	0	0
9	60	0	9	1012	0	0	0	0	0	0	0	0
9	60	0	7	407	0	0	0	0	0	0	0	0
9	60	0	8	801	0	1	0	0	0	1	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	1	671	0	2	0	0	1	1	1	0
11	0	0	0	0	0	0	0	0	0	0	0	0
11	0	0	1	671	0	2	0	0	1	1	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0
12	0	0	1	671	0	2	0	0	1	1	2	2
12	10	0	0	0	0	0	0	0	0	0	0	0
12	10	0	1	671	0	0	0	0	0	0	0	0
12	10	0	2	960	0	5	1	3	1	0	0	0
12	10	0	12	191	0	1	0	0	0	1	0	0
12	20	0	0	0	0	0	0	0	0	0	0	0
12	20	0	1	671	0	0	0	0	0	0	0	0
12	20	0	2	960	0	0	0	0	0	0	0	0
12	20	0	12	191	0	1	0	0	1	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	1	671	0	2	0	0	1	1	1	2
13	10	0	0	0	0	0	0	0	0	0	0	0
13	10	0	1	671	0	2	0	0	1	1	1	2
13	10	0	2	960	0	4	1	2	1	0	0	0
13	10	0	4	293	0	0	0	0	0	0	0	0
13	20	0	0	0	0	0	0	0	0	0	0	0
13	20	0	1	671	0	9	1	0	6	2	3	5
13	20	0	2	960	0	18	5	7	4	2	1	0
13	20	0	4	293	0	5	0	0	1	4	0	0
13	20	0	5	769	0	4	1	0	2	1	3	1
13	20	0	6	415	0	4	0	0	1	3	0	0
13	20	0	12	191	0	6	1	0	4	1	0	0
13	20	0	9	1012	0	2	0	1	0	1	0	0
13	20	0	7	407	0	1	0	0	0	1	0	0
13	20	0	11	406	0	0	0	0	0	0	0	0
13	20	0	8	801	0	1	0	0	0	1	0	0
13	20	0	10	276	0	4	0	0	1	3	0	0
13	30	0	0	0	0	0	0	0	0	0	0	0
13	30	0	1	671	0	15	1	1	6	7	0	1
13	30	0	2	960	0	13	1	0	6	6	1	3
13	30	0	4	293	0	7	0	0	1	6	0	0
13	30	0	5	769	0	12	2	3	5	2	3	7
13	30	0	3	325	0	7	0	0	4	3	1	0
13	30	0	6	415	0	8	0	0	4	4	0	0
13	30	0	12	191	0	10	0	0	6	4	0	0
13	30	0	9	1012	0	16	1	2	7	6	1	0
13	30	0	7	407	0	10	0	0	4	6	0	0
13	30	0	11	406	0	9	2	2	4	1	0	1
13	30	0	8	801	0	12	2	1	3	6	0	0
13	30	0	10	276	0	9	0	0	4	5	0	0
13	40	0	0	0	0	0	0	0	0	0	0	0
13	40	0	1	671	0	17	1	0	9	7	1	2
13	40	0	2	960	0	13	1	3	4	5	1	2
13	40	0	4	293	0	10	0	0	2	8	0	0
13	40	0	5	769	0	20	3	0	11	6	1	1
13	40	0	3	325	0	5	0	0	3	2	1	0
13	40	0	6	415	0	13	0	0	7	6	0	0
13	40	0	12	191	0	9	0	0	6	3	0	0
13	40	0	9	1012	0	20	0	4	7	9	0	0
13	40	0	7	407	0	10	0	0	4	6	0	0
13	40	0	11	406	0	11	1	1	6	3	0	1
13	40	0	8	801	0	18	0	0	4	14	0	0
13	40	0	10	276	0	5	0	0	3	2	0	0
13	50	0	0	0	0	0	0	0	0	0	0	0
13	50	0	1	671	0	15	1	1	8	5	2	5
13	50	0	2	960	0	17	1	5	9	2	4	7
13	50	0	4	293	0	16	0	0	8	8	0	0
13	50	0	5	769	0	22	3	5	8	6	2	0
13	50	0	3	325	0	9	0	1	5	3	0	0
13	50	0	6	415	0	20	0	0	9	11	0	0
13	50	0	12	191	0	7	0	1	5	1	0	0
13	50	0	9	1012	0	25	0	0	12	13	1	1
13	50	0	7	407	0	7	0	1	1	5	0	0
13	50	0	11	406	0	8	0	1	3	4	0	0
13	50	0	8	801	0	22	0	1	8	13	0	0
13	50	0	10	276	0	7	0	0	4	3	0	0
13	60	0	0	0	0	0	0	0	0	0	0	0
13	60	0	1	671	0	20	2	2	9	7	0	1
13	60	0	2	960	0	20	9	6	4	1	0	1
13	60	0	4	293	0	15	0	0	7	8	0	0
13	60	0	5	769	0	20	3	2	7	8	0	0
13	60	0	3	325	0	12	0	0	7	5	0	0
13	60	0	6	415	0	18	0	0	6	12	0	0
13	60	0	12	191	0	9	0	2	5	2	0	0
13	60	0	9	1012	0	27	0	0	11	16	1	0
13	60	0	7	407	0	9	0	0	3	6	0	0
13	60	0	11	406	0	6	0	1	1	4	1	0
13	60	0	8	801	0	14	0	0	5	9	0	0
13	60	0	10	276	0	10	0	0	6	4	0	0
13	70	0	0	0	0	0	0	0	0	0	0	0
13	70	0	1	671	0	12	1	1	6	4	0	0
13	70	0	2	960	0	17	5	4	7	1	0	0
13	70	0	4	293	0	22	0	0	11	11	0	0
13	70	0	5	769	0	17	1	3	5	8	0	0
13	70	0	3	325	0	10	0	0	5	5	0	0
13	70	0	6	415	0	17	0	0	8	9	0	0
13	70	0	12	191	0	5	0	0	2	3	0	0
13	70	0	9	1012	0	30	2	0	11	17	0	0
13	70	0	7	407	0	12	0	0	6	6	0	0
13	70	0	11	406	0	6	0	0	2	4	0	0
13	70	0	8	801	0	13	0	0	5	8	0	0
13	70	0	10	276	0	9	0	0	3	6	0	0
14	0	0	0	0	0	0	0	0	0	0	0	0
14	0	0	1	671	0	2	0	0	1	1	0	0
15	0	0	0	0	0	0	0	0	0	0	0	0
15	0	0	1	671	0	2	0	0	1	1	0	1
15	10	0	0	0	0	0	0	0	0	0	0	0
15	10	0	1	671	0	0	0	0	0	0	0	0
15	10	0	2	960	0	3	1	1	1	0	0	0
15	10	0	10	276	0	5	0	0	3	2	0	0
15	20	0	0	0	0	0	0	0	0	0	0	0
15	20	0	1	671	0	1	0	0	0	1	0	0
15	20	0	2	960	0	0	0	0	0	0	0	0
15	20	0	6	415	0	2	0	0	0	2	0	0
15	20	0	9	1012	0	1	0	0	0	1	0	0
15	20	0	8	801	0	3	0	1	1	1	0	0
15	20	0	10	276	0	4	0	0	2	2	0	0
15	30	0	0	0	0	0	0	0	0	0	0	0
15	30	0	1	671	0	1	0	0	0	1	0	0
15	30	0	2	960	0	0	0	0	0	0	0	0
15	30	0	6	415	0	0	0	0	0	0	0	0
15	30	0	9	1012	0	1	0	0	0	1	0	0
15	30	0	8	801	0	1	0	0	0	1	0	0
15	30	0	10	276	0	3	0	0	2	1	0	0
15	40	0	0	0	0	0	0	0	0	0	0	0
15	40	0	1	671	0	0	0	0	0	0	0	0
15	40	0	2	960	0	0	0	0	0	0	0	0
15	40	0	6	415	0	0	0	0	0	0	0	0
15	40	0	9	1012	0	0	0	0	0	0	0	0
15	40	0	8	801	0	1	0	0	0	1	0	0
15	40	0	10	276	0	1	0	0	1	0	0	0
15	50	0	0	0	0	0	0	0	0	0	0	0
15	50	0	1	671	0	0	0	0	0	0	0	0
15	50	0	2	960	0	0	0	0	0	0	0	0
15	50	0	6	415	0	0	0	0	0	0	0	0
15	50	0	9	1012	0	0	0	0	0	0	0	0
15	50	0	8	801	0	1	0	0	0	1	0	0
15	50	0	10	276	0	1	0	0	1	0	0	0
15	60	0	0	0	0	0	0	0	0	0	0	0
15	60	0	1	671	0	0	0	0	0	0	0	0
15	60	0	2	960	0	0	0	0	0	0	0	0
15	60	0	6	415	0	0	0	0	0	0	0	0
15	60	0	9	1012	0	0	0	0	0	0	0	0
15	60	0	8	801	0	1	0	0	0	1	0	0
15	60	0	10	276	0	1	0	0	1	0	0	0
15	70	0	0	0	0	0	0	0	0	0	0	0
15	70	0	1	671	0	0	0	0	0	0	0	0
15	70	0	2	960	0	0	0	0	0	0	0	0
15	70	0	6	415	0	0	0	0	0	0	0	0
15	70	0	9	1012	0	0	0	0	0	0	0	0
15	70	0	8	801	0	0	0	0	0	0	0	0
15	70	0	10	276	0	1	0	0	1	0	0	0
16	0	0	0	0	0	0	0	0	0	0	0	0
16	0	0	1	671	0	2	0	0	1	1	3	1
16	10	0	0	0	0	0	0	0	0	0	0	0
16	10	0	1	671	0	2	0	0	2	0	0	0
16	10	0	2	960	0	5	1	1	2	1	3	1
16	10	0	7	407	0	0	0	0	0	0	0	0
16	20	0	0	0	0	0	0	0	0	0	0	0
16	20	0	1	671	0	16	3	5	4	4	0	0
16	20	0	2	960	0	7	0	0	4	3	4	5
16	20	0	4	293	0	1	0	0	0	1	0	0
16	20	0	5	769	0	13	1	2	7	3	5	3
16	20	0	3	325	0	2	0	0	0	2	0	0
16	20	0	6	415	0	1	0	1	0	0	0	0
16	20	0	9	1012	0	16	2	1	8	5	1	1
16	20	0	7	407	0	2	0	0	0	2	0	0
16	20	0	11	406	0	9	0	1	5	3	0	1
16	20	0	8	801	0	7	1	2	3	1	3	1
16	20	0	10	276	0	3	0	1	1	1	0	0
16	30	0	0	0	0	0	0	0	0	0	0	0
16	30	0	1	671	0	11	0	0	6	5	0	2
16	30	0	2	960	0	15	2	3	6	4	5	0
16	30	0	4	293	0	10	0	0	4	6	0	0
16	30	0	5	769	0	15	0	1	5	9	4	1
16	30	0	3	325	0	4	0	0	1	3	0	0
16	30	0	6	415	0	6	0	0	2	4	0	0
16	30	0	9	1012	0	23	0	0	13	10	1	1
16	30	0	7	407	0	11	0	0	3	8	0	0
16	30	0	11	406	0	14	0	0	6	8	0	0
16	30	0	8	801	0	18	0	0	7	11	0	0
16	30	0	10	276	0	12	1	0	3	8	0	0
16	40	0	0	0	0	0	0	0	0	0	0	0
16	40	0	1	671	0	11	1	1	4	5	0	3
16	40	0	2	960	0	15	3	2	6	4	2	4
16	40	0	4	293	0	10	0	0	6	4	0	0
16	40	0	5	769	0	17	2	4	5	6	0	3
16	40	0	3	325	0	3	0	0	2	1	0	1
16	40	0	6	415	0	10	0	0	4	6	0	0
16	40	0	12	191	0	1	0	0	1	0	0	0
16	40	0	9	1012	0	25	0	0	11	14	0	1
16	40	0	7	407	0	11	0	0	5	6	0	0
16	40	0	11	406	0	11	0	0	4	7	0	0
16	40	0	8	801	0	19	0	0	11	8	0	0
16	40	0	10	276	0	9	0	0	2	7	0	0
16	50	0	0	0	0	0	0	0	0	0	0	0
16	50	0	1	671	0	11	1	1	4	5	2	2
16	50	0	2	960	0	15	3	2	7	3	2	3
16	50	0	4	293	0	16	0	0	6	10	0	0
16	50	0	5	769	0	20	0	0	13	7	3	0
16	50	0	3	325	0	4	1	0	2	1	1	0
16	50	0	6	415	0	15	0	0	5	10	0	0
16	50	0	12	191	0	5	0	0	4	1	3	1
16	50	0	9	1012	0	24	1	0	14	9	0	0
16	50	0	7	407	0	12	0	0	6	6	0	0
16	50	0	11	406	0	9	0	1	4	4	2	0
16	50	0	8	801	0	21	0	0	10	11	0	0
16	50	0	10	276	0	6	0	0	2	4	0	0
16	60	0	0	0	0	0	0	0	0	0	0	0
16	60	0	1	671	0	12	0	1	8	3	2	2
16	60	0	2	960	0	13	5	3	3	2	0	1
16	60	0	4	293	0	20	0	0	10	10	0	0
16	60	0	5	769	0	19	3	1	9	6	4	4
16	60	0	3	325	0	5	0	0	2	3	0	1
16	60	0	6	415	0	14	0	0	7	7	0	0
16	60	0	12	191	0	4	0	0	0	4	0	0
16	60	0	9	1012	0	27	1	0	17	9	0	1
16	60	0	7	407	0	18	0	2	8	8	0	0
16	60	0	11	406	0	13	0	0	8	5	0	0
16	60	0	8	801	0	22	1	0	12	9	0	0
16	60	0	10	276	0	7	0	0	2	5	0	0
16	70	0	0	0	0	0	0	0	0	0	0	0
16	70	0	1	671	0	18	0	3	10	5	0	0
16	70	0	2	960	0	12	1	3	4	4	0	0
16	70	0	4	293	0	28	0	0	12	16	0	0
16	70	0	5	769	0	23	4	3	10	6	0	0
16	70	0	3	325	0	5	0	1	2	2	0	0
16	70	0	6	415	0	10	0	0	4	6	0	0
16	70	0	12	191	0	4	1	0	2	1	0	0
16	70	0	9	1012	0	23	0	0	14	9	0	0
16	70	0	7	407	0	18	0	0	10	8	0	0
16	70	0	11	406	0	13	0	0	6	7	0	0
16	70	0	8	801	0	20	0	0	11	9	0	0
16	70	0	10	276	0	8	0	0	3	5	0	0
17	0	0	0	0	0	0	0	0	0	0	0	0
17	0	0	1	671	0	2	0	0	1	1	1	1
17	10	0	0	0	0	0	0	0	0	0	0	0
17	10	0	1	671	0	0	0	0	0	0	0	0
17	10	0	2	960	0	2	1	1	0	0	0	0
17	10	0	10	276	0	1	0	0	1	0	0	0
17	20	0	0	0	0	0	0	0	0	0	0	0
17	20	0	1	671	0	0	0	0	0	0	0	0
17	20	0	2	960	0	0	0	0	0	0	0	0
17	20	0	3	325	0	3	1	0	1	1	0	0
17	20	0	9	1012	0	9	2	4	2	1	1	1
17	20	0	8	801	0	0	0	0	0	0	0	0
17	20	0	10	276	0	3	0	0	2	1	0	0
17	30	0	0	0	0	0	0	0	0	0	0	0
17	30	0	1	671	0	0	0	0	0	0	0	0
17	30	0	2	960	0	0	0	0	0	0	0	0
17	30	0	3	325	0	6	0	1	3	2	0	0
17	30	0	6	415	0	0	0	0	0	0	0	0
17	30	0	12	191	0	1	0	0	0	1	0	0
17	30	0	9	1012	0	9	1	1	5	2	2	2
17	30	0	11	406	0	0	0	0	0	0	0	0
17	30	0	8	801	0	10	3	1	3	3	0	0
17	30	0	10	276	0	5	0	0	4	1	0	0
17	40	0	0	0	0	0	0	0	0	0	0	0
17	40	0	1	671	0	3	0	0	1	2	1	4
17	40	0	2	960	0	1	0	0	0	1	0	0
17	40	0	4	293	0	1	0	0	0	1	0	0
17	40	0	3	325	0	3	0	1	2	0	0	0
17	40	0	6	415	0	0	0	0	0	0	0	0
17	40	0	12	191	0	0	0	0	0	0	0	0
17	40	0	9	1012	0	15	2	5	4	4	0	0
17	40	0	11	406	0	1	0	0	0	1	0	0
17	40	0	8	801	0	14	1	2	9	2	1	0
17	40	0	10	276	0	8	0	0	4	4	0	0
17	50	0	0	0	0	0	0	0	0	0	0	0
17	50	0	1	671	0	11	1	0	4	6	3	3
17	50	0	2	960	0	0	0	0	0	0	0	0
17	50	0	4	293	0	5	0	0	3	2	0	0
17	50	0	5	769	0	0	0	0	0	0	0	0
17	50	0	3	325	0	2	0	0	2	0	0	0
17	50	0	6	415	0	3	0	0	1	2	0	0
17	50	0	12	191	0	6	3	0	1	2	0	0
17	50	0	9	1012	0	9	0	2	4	3	1	0
17	50	0	7	407	0	1	0	0	0	1	0	0
17	50	0	11	406	0	8	1	1	3	3	1	0
17	50	0	8	801	0	14	0	1	6	7	0	0
17	50	0	10	276	0	12	1	0	7	4	0	0
17	60	0	0	0	0	0	0	0	0	0	0	0
17	60	0	1	671	0	10	1	2	3	4	0	1
17	60	0	2	960	0	15	4	2	6	3	2	1
17	60	0	4	293	0	6	0	0	3	3	0	0
17	60	0	5	769	0	0	0	0	0	0	0	0
17	60	0	3	325	0	2	0	0	2	0	0	0
17	60	0	6	415	0	5	0	0	2	3	0	0
17	60	0	12	191	0	4	0	0	0	4	0	0
17	60	0	9	1012	0	13	1	1	6	5	3	1
17	60	0	7	407	0	2	0	0	1	1	0	0
17	60	0	11	406	0	8	2	1	1	4	0	0
17	60	0	8	801	0	20	0	0	11	9	0	0
17	60	0	10	276	0	11	0	0	7	4	0	0
17	70	0	0	0	0	0	0	0	0	0	0	0
17	70	0	1	671	0	16	1	4	3	8	0	0
17	70	0	2	960	0	20	0	8	10	2	0	0
17	70	0	4	293	0	10	0	0	7	3	0	0
17	70	0	5	769	0	0	0	0	0	0	0	0
17	70	0	3	325	0	6	0	0	3	3	0	0
17	70	0	6	415	0	5	0	1	2	2	0	0
17	70	0	12	191	0	2	0	0	0	2	0	0
17	70	0	9	1012	0	17	0	1	7	9	0	0
17	70	0	7	407	0	11	0	0	5	6	0	0
17	70	0	11	406	0	10	0	0	5	5	0	0
17	70	0	8	801	0	22	0	0	12	10	0	0
17	70	0	10	276	0	11	0	0	6	5	0	0
18	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	1	671	0	2	0	0	1	1	3	0
19	0	0	0	0	0	0	0	0	0	0	0	0
19	0	0	1	671	0	2	0	0	1	1	1	1
19	10	0	0	0	0	0	0	0	0	0	0	0
19	10	0	1	671	0	1	0	0	1	0	0	0
19	10	0	2	960	0	1	0	0	1	0	0	0
19	10	0	12	191	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	0	0	0	0	0
20	0	0	1	671	0	2	0	0	1	1	1	1
20	10	0	0	0	0	0	0	0	0	0	0	0
20	10	0	1	671	0	0	0	0	0	0	0	0
20	10	0	2	960	0	1	1	0	0	0	0	0
20	10	0	9	1012	0	3	0	0	2	1	4	1
20	20	0	0	0	0	0	0	0	0	0	0	0
20	20	0	1	671	0	1	0	0	0	1	0	0
20	20	0	2	960	0	0	0	0	0	0	0	0
20	20	0	3	325	0	1	0	0	0	1	0	0
20	20	0	9	1012	0	15	0	5	7	3	3	1
20	20	0	7	407	0	4	0	0	3	1	0	0
20	20	0	8	801	0	6	1	0	2	3	0	0
20	20	0	10	276	0	1	0	0	1	0	0	0
20	30	0	0	0	0	0	0	0	0	0	0	0
20	30	0	1	671	0	9	1	0	7	1	3	0
20	30	0	2	960	0	0	0	0	0	0	0	0
20	30	0	3	325	0	0	0	0	0	0	0	0
20	30	0	6	415	0	2	0	0	1	1	1	0
20	30	0	9	1012	0	17	2	0	9	6	0	0
20	30	0	7	407	0	7	0	0	6	1	0	0
20	30	0	11	406	0	3	1	0	1	1	0	0
20	30	0	8	801	0	15	0	0	8	7	0	0
20	30	0	10	276	0	5	0	0	1	4	0	0
20	40	0	0	0	0	0	0	0	0	0	0	0
20	40	0	1	671	0	11	3	0	4	4	1	0
20	40	0	2	960	0	9	1	1	6	1	3	3
20	40	0	4	293	0	5	0	1	3	1	0	0
20	40	0	5	769	0	2	0	0	0	2	0	0
20	40	0	3	325	0	0	0	0	0	0	0	0
20	40	0	6	415	0	4	0	0	3	1	0	0
20	40	0	12	191	0	1	0	0	0	1	0	0
20	40	0	9	1012	0	18	2	2	7	7	1	0
20	40	0	7	407	0	10	0	0	6	4	0	0
20	40	0	11	406	0	5	0	0	3	2	1	0
20	40	0	8	801	0	18	0	0	12	6	0	0
20	40	0	10	276	0	5	0	0	1	4	0	0
20	50	0	0	0	0	0	0	0	0	0	0	0
20	50	0	1	671	0	17	2	2	7	6	4	0
20	50	0	2	960	0	13	4	1	6	2	3	3
20	50	0	4	293	0	11	0	0	6	5	0	0
20	50	0	5	769	0	17	3	2	8	4	4	2
20	50	0	3	325	0	2	0	0	1	1	0	1
20	50	0	6	415	0	8	0	0	3	5	0	0
20	50	0	12	191	0	6	0	2	2	2	0	0
20	50	0	9	1012	0	23	2	0	12	9	2	1
20	50	0	7	407	0	10	0	0	5	5	0	0
20	50	0	11	406	0	9	0	2	6	1	0	2
20	50	0	8	801	0	18	0	1	9	8	0	0
20	50	0	10	276	0	9	0	0	1	8	0	0
20	60	0	0	0	0	0	0	0	0	0	0	0
20	60	0	1	671	0	14	0	0	5	9	1	0
20	60	0	2	960	0	23	3	3	11	6	1	2
20	60	0	4	293	0	12	0	0	6	6	0	0
20	60	0	5	769	0	21	2	5	12	2	0	1
20	60	0	3	325	0	9	0	0	6	3	0	0
20	60	0	6	415	0	14	0	0	7	7	0	0
20	60	0	12	191	0	7	0	0	3	4	0	0
20	60	0	9	1012	0	23	1	1	13	8	0	1
20	60	0	7	407	0	11	0	0	6	5	0	0
20	60	0	11	406	0	9	0	1	6	2	1	2
20	60	0	8	801	0	19	0	0	9	10	0	1
20	60	0	10	276	0	13	0	1	3	9	0	0
20	70	0	0	0	0	0	0	0	0	0	0	0
20	70	0	1	671	0	18	0	2	8	8	0	0
20	70	0	2	960	0	21	4	4	11	2	0	0
20	70	0	4	293	0	17	0	0	8	9	0	0
20	70	0	5	769	0	16	2	4	7	3	0	0
20	70	0	3	325	0	6	0	0	3	3	0	0
20	70	0	6	415	0	18	0	0	8	10	0	0
